FID,objectid,cod_origem,nome_orige,nivel_orig,classe_ori,multipolar,cod_destin,nome_desti,nivel_dest,classe_des,cod_1a,nome_1a,cod_1b,mome_1b,cod_1c,nome_1c,cod_2a,nome_2a,cod_2b,nome_2b,cod_2c,nome_2c,cod_3a,nome_3a,cod_3b,nome_3b,cod_4a,nome_4a,cod_4b,nome_4b,cod_s1,nome_s1,nivel_s1,cod_s2,nome_s2,nivel_s2,cod_s3,nome_s3,nivel_s3,cod_s4,nome_s4,nivel_s4,cod_s5,nome_s5,nivel_s5,cod_s6,nome_s6,nivel_s6,the_geom
RedeUrbanaSintese_Regic2007.2610,2610,210120,Bacabal,3a,Centro Subregional,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.78040250895714 -4.225377573455582, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2611,2611,210125,Bacabeira,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.316398264758575 -2.971368477723989, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2612,2612,250870,Mãe d'Água,5,Centro Local,não,251080,Patos,3a,Centro Subregional A,,,0,,261160,ACP de Recife,250750,ACP de João Pessoa,250400,ACP de Campina Grande,0,,251080,Patos,0,,0,,0,,261160,ACP de Recife,1c,250750,ACP de João Pessoa,2a,250400,ACP de Campina Grande,2b,251080,Patos,3a,,,,,,,"MULTILINESTRING ((-37.42734274717754 -7.259405280151078, -37.280341273712146 -7.0244035559187585))"
RedeUrbanaSintese_Regic2007.2613,2613,210160,Barra do Corda,4a,Centro de Zona A,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-45.24340694349885 -5.5063865339382065, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2614,2614,210170,Barreirinhas,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.82638614981557 -2.7473672819118833, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2615,2615,210270,Cantanhede,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.37739901610869 -3.6333734016097554, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2616,2616,210300,Caxias,3a,Centro Subregional,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.356391414054066 -4.859383027058727, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2617,2617,210320,Chapadinha,3b,Centro Subregional,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.36039087671834 -3.7423746710585513, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2618,2618,210360,Coroatá,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.12439722304548 -4.130377209258245, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2619,2619,210440,Gonçalves Dias,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.299399198731386 -5.151384600975404, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2620,2620,210500,Humberto de Campos,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.46139126552488 -2.5983659344139585, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2621,2621,210510,Icatu,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.06639619580527 -2.7763670941024845, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2622,2622,210530,Imperatriz,2c,Capital Regional C,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-47.476424291927195 -5.526385112308809, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2623,2623,250880,Malta,5,Centro Local,não,251080,Patos,3a,Centro Subregional A,,,0,,261160,ACP de Recife,250750,ACP de João Pessoa,250400,ACP de Campina Grande,0,,251080,Patos,0,,0,,0,,261160,ACP de Recife,1c,250750,ACP de João Pessoa,2a,250400,ACP de Campina Grande,2b,251080,Patos,3a,,,,,,,"MULTILINESTRING ((-37.522343322074434 -6.904402441784508, -37.280341273712146 -7.0244035559187585))"
RedeUrbanaSintese_Regic2007.2624,2624,210540,Itapecuru Mirim,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.35939877046434 -3.393371622127578, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2625,2625,210663,Matões do Norte,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.556400443373526 -3.6323733150038455, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2626,2626,210675,Miranda do Norte,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.58440063945258 -3.569372835558083, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2627,2627,210710,Morros,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.03939600886896 -2.8643677684784854, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2628,2628,210720,Nina Rodrigues,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.90539516060332 -3.466372357592038, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2629,2629,210820,Pedreiras,3b,Centro Subregional,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.59740123985889 -4.574380222226377, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.3039,3039,260490,Cumaru,5,Centro Local,não,260410,Caruaru,2c,Capital Regional C,,,0,,261160,ACP de Recife,0,,0,,260410,Caruaru,0,,0,,0,,0,,261160,ACP de Recife,1c,260410,Caruaru,2c,0,,,0,,,,,,,,,"MULTILINESTRING ((-35.69732789333339 -8.00641246478268, -35.97633063269152 -8.283414407392426))"
RedeUrbanaSintese_Regic2007.2630,2630,210830,Penalva,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-45.17440520026199 -3.2943705517018564, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2631,2631,210860,Pinheiro,3a,Centro Subregional,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-45.083404206837365 -2.5213648455232143, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2632,2632,210880,Pirapemas,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.22339782624469 -3.72737416970705, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2633,2633,210910,Presidente Dutra,3b,Centro Subregional,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.49040081576228 -5.2903854864052695, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2634,2634,250939,Maturéia,5,Centro Local,não,251080,Patos,3a,Centro Subregional A,,,0,,261160,ACP de Recife,250750,ACP de João Pessoa,250400,ACP de Campina Grande,0,,251080,Patos,0,,0,,0,,261160,ACP de Recife,1c,250750,ACP de João Pessoa,2a,250400,ACP de Campina Grande,2b,251080,Patos,3a,,,,,,,"MULTILINESTRING ((-37.35134208148485 -7.267405400167952, -37.280341273712146 -7.0244035559187585))"
RedeUrbanaSintese_Regic2007.2635,2635,210920,Presidente Juscelino,4b,Centro de Zona B,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.065396240333875 -2.928368243414024, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2636,2636,210930,Presidente Vargas,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.024396093028585 -3.4073718654547434, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2637,2637,210940,Primeira Cruz,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.438391052975874 -2.510365266510959, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2638,2638,210960,Rosário,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.23539760410199 -2.9343682279120284, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2639,2639,210990,Santa Inês,3a,Centro Subregional,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-45.380406982549644 -3.667373200823611, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2640,2640,211020,Santa Rita,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.326398408206494 -3.144369772639007, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2641,2641,211027,Santo Amaro do Maranhão,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.25438955822203 -2.5003652446154, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2642,2642,211050,São Bento,4b,Centro de Zona B,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.82140218994945 -2.696366238879658, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2643,2643,211100,São João Batista,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.80740216824713 -2.955368179686123, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2644,2644,211150,São Mateus do Maranhão,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.47039994737107 -4.040376372157145, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2645,2645,251040,Olho d'Água,5,Centro Local,não,251080,Patos,3a,Centro Subregional A,,,0,,261160,ACP de Recife,250750,ACP de João Pessoa,250400,ACP de Campina Grande,0,,251080,Patos,0,,0,,0,,261160,ACP de Recife,1c,250750,ACP de João Pessoa,2a,250400,ACP de Campina Grande,2b,251080,Patos,3a,,,,,,,"MULTILINESTRING ((-37.75134557719917 -7.228404794896718, -37.280341273712146 -7.0244035559187585))"
RedeUrbanaSintese_Regic2007.2646,2646,211170,São Vicente Ferrer,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.88040272486683 -2.8943676979749227, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2647,2647,211260,Urbano Santos,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.404391013313386 -3.2083706091210686, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2648,2648,211270,Vargem Grande,5,Centro Local,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.91639528147268 -3.543372930535422, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2649,2649,211280,Viana,4b,Centro de Zona B,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-45.00440382818899 -3.220370073939598, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2650,2650,211400,Zé Doca,4b,Centro de Zona B,não,211130,ACP de São Luís,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,211130,ACP de São Luís,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,211130,ACP de São Luís,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-45.824410280315696 -3.243369912894406, -44.30339801490153 -2.530365155381405))"
RedeUrbanaSintese_Regic2007.2651,2651,210140,Balsas,3b,Centro Subregional,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-46.03641483449968 -7.533399945424481, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2652,2652,210160,Barra do Corda,4a,Centro de Zona A,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-45.24340694349885 -5.5063865339382065, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2653,2653,210220,Buriti,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.92538742696918 -3.9423763811716315, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2654,2654,210300,Caxias,3a,Centro Subregional,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.356391414054066 -4.859383027058727, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2655,2655,210380,Dom Pedro,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.436400222934935 -5.033383658204259, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2656,2656,251070,Passagem,5,Centro Local,não,251080,Patos,3a,Centro Subregional A,,,0,,261160,ACP de Recife,250750,ACP de João Pessoa,250400,ACP de Campina Grande,0,,251080,Patos,0,,0,,0,,261160,ACP de Recife,1c,250750,ACP de João Pessoa,2a,250400,ACP de Campina Grande,2b,251080,Patos,3a,,,,,,,"MULTILINESTRING ((-37.04933931356674 -7.138404617143458, -37.280341273712146 -7.0244035559187585))"
RedeUrbanaSintese_Regic2007.2657,2657,210440,Gonçalves Dias,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.299399198731386 -5.151384600975404, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2658,2658,210660,Matões,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.19939054233173 -5.519387997196318, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2659,2659,210780,Parnarama,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.09338978580997 -5.682389265862701, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2660,2660,211110,São João dos Patos,4b,Centro de Zona B,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-43.702395330649985 -6.495394725619448, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2661,2661,220010,Agricolândia,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.669386391327365 -5.799390414782985, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2662,2662,220020,Água Branca,4b,Centro de Zona B,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.638386199034734 -5.89039110806035, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2663,2663,220030,Alto Longá,4b,Centro de Zona B,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.21038225558621 -5.251386633634931, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2664,2664,220040,Altos,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.46138419883481 -5.039384893183945, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2665,2665,220050,Amarante,4b,Centro de Zona B,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.85538823186711 -6.241393529415924, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2666,2666,220060,Angical do Piauí,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.739387166582354 -6.08639247795745, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2667,2667,251710,Várzea,5,Centro Local,não,251340,Santa Luzia,4b,Centro de Zona B,,,0,,261160,ACP de Recife,250750,ACP de João Pessoa,250400,ACP de Campina Grande,0,,251080,Patos,0,,0,,251340,Santa Luzia,261160,ACP de Recife,1c,250750,ACP de João Pessoa,2a,250400,ACP de Campina Grande,2b,251080,Patos,3a,251340,Santa Luzia,4b,,,,"MULTILINESTRING ((-36.99233854545833 -6.772401780765687, -36.91933796876907 -6.8724026203310755))"
RedeUrbanaSintese_Regic2007.2668,2668,251130,Piancó,4b,Centro de Zona B,não,251080,Patos,3a,Centro Subregional A,,,0,,261160,ACP de Recife,250750,ACP de João Pessoa,250400,ACP de Campina Grande,0,,251080,Patos,0,,0,,0,,261160,ACP de Recife,1c,250750,ACP de João Pessoa,2a,250400,ACP de Campina Grande,2b,251080,Patos,3a,,,,,,,"MULTILINESTRING ((-37.92934711728653 -7.198404427371566, -37.280341273712146 -7.0244035559187585))"
RedeUrbanaSintese_Regic2007.2669,2669,220090,Aroazes,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-41.793379366894406 -6.119393395797883, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2670,2670,220117,Barra d'Alcântara,5,Centro Local,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.11438232489182 -6.517396106761373, -42.802387029351166 -5.089385063318386))"
RedeUrbanaSintese_Regic2007.2671,2671,220120,Barras,4b,Centro de Zona B,não,221100,ACP de Teresina,2a,Capital Regional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,0,,,0,,,,,,,,,"MULTILINESTRING ((-42.296382412253145 -4.247378999576458, -42.802387029351166 -5.089385063318386))"
